vx_JW,vy_JW
-108231.16171785069,-218.1370200491061
-108233.23139976404,-354.16282305880384
-108235.13087364373,-490.19719348858746
-108236.86011359758,-626.2399199986814
-108238.41909398761,-762.2907911790444
-108239.80778943031,-898.3495955496473
-108241.02617479675,-1034.4161215607533
-108242.07422521275,-1170.4901575931963
-108242.95191605914,-1306.571491958662
-108243.65922297187,-1442.6599128999678
-108244.19612184218,-1578.7552085913442
-108244.56258881684,-1714.8571671387149
-108244.75860029829,-1850.9655765799805
-108244.78413294481,-1987.0802248852992
-108244.63916367076,-2123.2008999573704
-108244.32366964666,-2259.3273896317173
-108243.83762829946,-2395.4594816769704
-108243.18101731263,-2531.596963795152
-108242.35381462645,-2667.7396236219606
-108241.35599843807,-2803.8872487270555
-108240.18754720177,-2940.039626614342
-108238.8484396291,-3076.1965447222583
-108237.33865468908,-3212.35779042406
-108235.65817160833,-3348.5231510281087
-108233.80696987131,-3484.692413778157
-108231.78502922044,-3620.8653658536387
-108229.59232965631,-3757.041794369954
-108227.22885143786,-3893.221486378761
-108224.69457508253,-4029.4042288682613
-108221.98948136641,-4165.589808763492
-108219.11355132454,-4301.778012926615
-108216.06676625091,-4437.968628157206
-108212.84910769876,-4574.161441192546
-108209.4605574807,-4710.356238707914
-108205.90109766895,-4846.552807316875
-108202.17071059538,-4982.750933571577
-108198.26937885184,-5118.9504039630365
-108194.19708529022,-5255.15100492144
-108189.95381302267,-5391.352522816432
-108185.5395454218,-5527.554743957407
-108180.95426612075,-5663.757454593809
-108176.1979590135,-5799.960440915424
-108171.27060825494,-5936.163489052677
-108166.17219826108,-6072.366385076921
-108160.90271370922,-6208.568915000741
-108155.46213953813,-6344.770864778248
-108149.85046094818,-6480.972020305374
-108144.06766340157,-6617.17216742017
-108138.11373262247,-6753.3710919031055
-108131.98865459718,-6889.568579477367
-108125.69241557433,-7025.764415809156
-108119.22500206501,-7161.958386507986
-108112.58640084296,-7298.150277126984
-108105.77659894478,-7434.339873163194
-108098.79558367001,-7570.526960057872
-108091.6433425814,-7706.71132319679
-108084.31986350499,-7842.892747910536
-108076.82513453034,-7979.071019474818
-108069.15914401067,-8115.245923110766
-108061.32188056302,-8251.417243985232
-108053.31333306844,-8387.584767211096
-108045.13349067215,-8523.74827784757
-108036.78234278371,-8659.9075609005
-108028.25987907719,-8796.06240132267
-108019.56608949129,-8932.212584014114
-108010.70096422957,-9068.357893822415
-108001.66449376062,-9204.498115543009
-107992.45666881815,-9340.633033919496
-107983.07748040122,-9476.762433643948
-107973.52691977439,-9612.886099357213
-107963.8049784679,-9749.003815649225
-107953.91164827779,-9885.115367059307
-107943.84692126609,-10021.220538076488
-107933.610789761,-10157.319113139807
-107923.20324635705,-10293.410876638622
-107912.62428391524,-10429.495612912922
-107901.87389556321,-10565.573106253638
-107890.95207469542,-10701.64314090295
-107879.85881497331,-10837.705501054606
-107868.59411032543,-10973.759970854226
-107857.15795494766,-11109.806334399616
-107845.5503433033,-11245.844375741088
-107833.77127012331,-11381.87387888176
-107821.82073040641,-11517.894627777885
-107809.69871941928,-11653.906406339149
-107797.40523269668,-11789.908998428997
-107784.94026604165,-11925.902187864947
-107772.30381552565,-12061.8857584189
-107759.49587748873,-12197.859493817461
-107746.51644853968,-12333.82317774225
-107733.36552555619,-12469.776593830225
-107720.04310568502,-12605.719525673998
-107706.54918634215,-12741.651756822146
-107692.88376521293,-12877.573070779537
-107679.04684025225,-13013.483251007647
-107665.03840968471,-13149.382080924875
-107650.85847200475,-13285.26934390687
-107636.50702597683,-13421.14482328684
-107621.98407063555,-13557.008302355885
-107607.28960528587,-13692.859564363307
-107592.4236295032,-13828.698392516937
-107577.38614313361,-13964.524569983456
-107562.17714629395,-14100.337879888717
-107546.79663937201,-14236.138105318068
-107531.2446230267,-14371.925029316673
-107515.52109818817,-14507.69843488984
-107499.62606605799,-14643.45810500334
-107483.55952810928,-14779.203822583733
-107467.3214860869,-14914.935370518695
-107450.91194200759,-15050.652531657342
-107434.33089816007,-15186.355088810556
-107417.57835710529,-15322.04282475131
-107400.65432167648,-15457.715522214996
-107383.55879497941,-15593.372963899752
-107366.29178039245,-15729.01493246679
-107348.85328156677,-15864.641210540722
-107331.24330242646,-16000.251580709892
-107313.46184716871,-16135.845825526701
-107295.50892026396,-16271.423727507943
-107277.38452645602,-16406.985069135128
-107259.08867076226,-16542.52963285481
-107240.6213584737,-16678.05720107893
-107221.98259515525,-16813.56755618513
-107203.17238664578,-16949.060480517106
-107184.1907390583,-17084.53575638492
-107165.03765878009,-17219.99316606535
-107145.71315247289,-17355.4324918022
-107126.217227073,-17490.85351580666
-107106.54988979144,-17626.25602025762
-107086.71114811413,-17761.639787302018
-107066.701009802,-17897.004599055163
-107046.51948289113,-18032.350237601077
-107026.16657569294,-18167.676484992833
-107005.64229679428,-18302.983123252885
-106984.94665505762,-18438.26993437341
-106964.07965962117,-18573.536700316636
-106943.04131989904,-18708.783203015195
-106921.83164558138,-18844.009224372443
-106900.45064663449,-18979.214546262814
-106878.89833330104,-19114.39895053215
-106857.17471610014,-19249.562218998042
-106835.27980582751,-19384.70413345017
-106813.21361355564,-19519.824475650643
-106790.97615063388,-19654.92302733434
-106768.56742868865,-19789.99957020925
-106745.98745962353,-19925.05388595682
-106723.23625561943,-20060.085756232285
-106700.31382913468,-20195.094962665025
-106677.22019290528,-20330.08128685889
-106653.95535994491,-20465.044510392563
-106630.51934354514,-20599.98441481989
-106606.91215727557,-20734.900781670225
-106583.13381498394,-20869.79339244878
-106559.18433079631,-21004.662028636973
-106535.06371911716,-21139.50647169276
-106510.77199462953,-21274.326503050994
-106486.30917229516,-21409.12190412377
-106461.67526735469,-21543.892456300768
-106436.87029532767,-21678.637940949597
-106411.8942720128,-21813.358139416152
-106386.74721348804,-21948.052833024954
-106361.42913611072,-22082.721803079505
-106335.9400565177,-22217.36483086263
-106310.27999162553,-22351.98169763683
-106284.4489586305,-22486.572184644643
-106258.44697500885,-22621.136073108974
-106232.27405851688,-22755.67314423346
-106205.9302271911,-22890.183179202817
-106179.41549934831,-23024.665959183192
-106152.7298935858,-23159.121265322516
-106125.87342878143,-23293.548878750855
-106098.84612409379,-23427.948580580764
-106071.64799896233,-23562.320151907643
-106044.27907310748,-23696.66337381009
-106016.73936653076,-23830.97802735025
-105989.02889951496,-23965.263893574178
-105961.14769262425,-24099.520753512188
-105933.09576670427,-24233.74838817921
-105904.87314288232,-24367.946578575153
-105876.47984256747,-24502.11510568525
-105847.91588745064,-24636.253750480428
-105819.1812995048,-24770.362293917653
-105790.27610098502,-24904.440516940296
-105761.2003144287,-25038.48820047849
-105731.9539626556,-25172.505125449483
-105702.53706876801,-25306.49107275801
-105672.94965615086,-25440.445823296643
-105643.19174847184,-25574.36915794615
-105613.26336968159,-25708.26085757586
-105583.16454401372,-25842.120703044027
-105552.89529598501,-25975.948475198184
-105522.45565039551,-26109.743954875506
-105491.84563232865,-26243.506922903183
-105461.06526715138,-26377.237160098764
-105430.1145805143,-26510.93444727054
-105398.99359835176,-26644.598565217893
-105367.70234688198,-26778.229294731667
-105336.24085260721,-26911.826416594537
-105304.6091423138,-27045.389711581356
-105272.80724307234,-27178.918960459545
-105240.8351822378,-27312.41394398944
-105208.69298744963,-27445.874442924665
-105176.38068663186,-27579.300238012504
-105143.89830799328,-27712.691109994255
-105111.24588002748,-27846.04683960561
-105078.423431513,-27979.367207577016
-105045.4309915135,-28112.651994634052
-105012.26858937778,-28245.900981497787
-104978.93625473998,-28379.11394888515
-104945.43401751964,-28512.290677509314
-104911.76190792184,-28645.43094808005
-104877.91995643731,-28778.534541304107
-104843.90819384257,-28911.601237885574
-104809.72665119998,-29044.630818526264
-104775.37535985792,-29177.623063926076
-104740.85435145088,-29310.57775478337
-104706.16365789957,-29443.49467179535
-104671.30331141101,-29576.373595658413
-104636.2733444787,-29709.21430706855
-104601.07378988266,-29842.0165867217
-104565.7046806896,-29974.780215314135
-104530.166050253,-30107.504973542833
-104494.45793221323,-30240.190642105852
-104458.58036049767,-30372.83700170271
-104422.53336932076,-30505.443833034748
-104386.31699318423,-30638.010916805524
-104349.93126687706,-30770.538033721183
-104313.3762254757,-30903.024964490833
-104276.65190434414,-31035.47148982692
-104239.758339134,-31167.877390445614
-104202.69556578467,-31300.242447067183
-104165.46362052338,-31432.566440416376
-104128.06253986535,-31564.849151222796
-104090.49236061383,-31697.09036022129
-104052.75311986028,-31829.289848152315
-104014.8448549844,-31961.447395762338
-103976.76760365431,-32093.5627838042
-103938.5214038266,-32225.6357930375
-103900.10629374643,-32357.666204228997
-103861.52231194767,-32489.653798152965
-103822.76949725299,-32621.5983555916
-103783.84788877392,-32753.49965733538
-103744.757525911,-32885.35748418346
-103705.49844835387,-33017.171616944084
-103666.07069608137,-33148.941836434904
-103626.4743093616,-33280.66792348344
-103586.70932875208,-33412.3496589274
-103546.77579509982,-33543.986823615116
-103506.6737495414,-33675.57919840591
-103466.4032335031,-33807.126564170474
-103425.96428870095,-33938.62870179126
-103385.35695714093,-34070.08539216289
-103344.58128111894,-34201.4964161925
-103303.63730322095,-34332.86155480019
-103262.52506632311,-34464.18058891935
-103221.24461359184,-34595.45329949708
-103179.7959884839,-34726.67946749459
-103138.17923474648,-34857.85887388757
-103096.39439641735,-34988.99129966659
-103054.44151782489,-35120.07652583748
-103012.32064358819,-35251.11433342175
-102970.0318186172,-35382.10450345694
-102927.57508811272,-35513.04681699705
-102884.9504975666,-35643.941055112904
-102842.15809276176,-35774.78699889257
-102799.1979197723,-35905.58442944173
-102756.07002496356,-36036.33312788409
-102712.77445499226,-36167.03287536177
-102669.31125680658,-36297.68345303569
-102625.68047764621,-36428.284642085964
-102581.88216504244,-36558.83622371233
-102537.91636681829,-36689.33797913449
-102493.78313108857,-36819.78968959256
-102449.48250625994,-36950.19113634743
-102405.01454103105,-37080.54210068117
-102360.37928439258,-37210.842363897435
-102315.57678562733,-37341.09170732187
-102270.60709431034,-37471.28991230249
-102225.47026030892,-37601.43676021008
-102180.16633378276,-37731.53203243861
-102134.69536518403,-37861.57551040563
-102089.0574052574,-37991.56697555265
-102043.25250504019,-38121.50620934556
-101997.28071586242,-38251.392993275054
-101951.14208934687,-38381.22710885696
-101904.83667740921,-38511.00833763272
-101858.36453225804,-38640.736461169734
-101811.72570639495,-38770.41126106181
-101764.92025261465,-38900.03251892953
-101717.94822400501,-39029.60001642067
-101670.80967394717,-39159.11353521059
-101623.50465611555,-39288.57285700267
-101576.033224478,-39417.97776352867
-101528.39543329584,-39547.32803654916
-101480.59133712393,-39676.623457853944
-101432.62099081076,-39805.863809262424
-101384.4844494985,-39935.04887262404
-101336.18176862311,-40064.17842981865
-101287.71300391437,-40193.25226275695
-101239.07821139597,-40322.270153380894
-101190.2774473856,-40451.231883664084
-101141.31076849498,-40580.13723561218
-101092.17823162998,-40708.98599126331
-101042.87989399064,-40837.777932688485
-100993.41581307127,-40966.51284199199
-100943.7860466605,-41095.19050131183
-100893.99065284137,-41223.8106928201
-100844.02968999137,-41352.37319872341
-100793.90321678252,-41480.87780126331
-100743.61129218145,-41609.32428271668
-100693.15397544944,-41737.71242539616
-100642.5313261425,-41866.04201165054
-100591.74340411145,-41994.31282386519
-100540.79026950191,-42122.52464446248
-100489.67198275447,-42250.677255902156
-100438.38860460468,-42378.7704406818
-100386.94019608315,-42506.80398133721
-100335.32681851556,-42634.77766044283
-100283.54853352279,-42762.69126061217
-100231.6054030209,-42890.544564498196
-100179.4974892213,-43018.33735479377
-100127.2248546307,-43146.069414232064
-100074.78756205119,-43273.74052558695
-100022.18567458038,-43401.35047167345
-99969.41925561136,-43528.89903534814
-99916.48836883278,-43656.38599950956
-99863.39307822898,-43783.81114709865
-99810.13344807994,-43911.174261099135
-99756.70954296138,-44038.47512453798
-99703.12142774485,-44165.71352048579
-99649.36916759769,-44292.889232057234
-99595.45282798322,-44420.002042411455
-99541.37247466065,-44547.05173475251
-99487.12817368524,-44674.03809232976
-99432.7199914083,-44800.96089843834
-99378.14799447724,-44927.81993641951
-99323.41224983564,-45054.614989661146
-99268.5128247233,-45181.34584159812
-99213.44978667622,-45308.01227571273
-99158.22320352681,-45434.61407553514
-99102.83314340377,-45561.15102464376
-99047.2796747322,-45687.62290666574
-98991.56286623368,-45814.029505277314
-98935.68278692629,-45940.37060420428
-98879.63950612461,-46066.64598722241
-98823.43309343986,-46192.85543815786
-98767.06361877984,-46318.998740887604
-98710.53115234905,-46445.075679339876
-98653.83576464873,-46571.08603749458
-98596.97752647685,-46697.0295993837
-98539.9565089282,-46822.90614909176
-98482.77278339438,-46948.71547075624
-98425.42642156393,-47074.45734856797
-98367.91749542225,-47200.13156677163
-98310.24607725177,-47325.7379096661
-98252.41223963187,-47451.27616160494
-98194.41605543901,-47576.74610699678
-98136.25759784669,-47702.1475303058
-98077.93694032556,-47827.480216052114
-98019.45415664339,-47952.7439488122
-97960.80932086517,-48077.938513219386
-97902.00250735309,-48203.063693964206
-97843.03379076658,-48328.11927579488
-97783.90324606241,-48453.10504351773
-97724.61094849464,-48578.02078199761
-97665.15697361466,-48702.86627615834
-97605.54139727131,-48827.641310983134
-97545.7642956108,-48952.345671515046
-97485.82574507681,-49076.97914285739
-97425.7258224105,-49201.541510174175
-97365.46460465054,-49326.032558690546
-97305.0421691331,-49450.45207369321
-97244.45859349196,-49574.79984053087
-97183.71395565849,-49699.07564461467
-97122.80833386166,-49823.27927141862
-97061.74180662808,-49947.41050648003
-97000.51445278205,-50071.469135399966
-96939.12635144556,-50195.454943843644
-96877.57758203833,-50319.36771754092
-96815.86822427779,-50443.207242286684
-96753.99835817916,-50566.97330394132
-96691.96806405544,-50690.66568843113
-96629.77742251747,-50814.28418174878
-96567.42651447386,-50937.82856995374
-96504.91542113113,-51061.29863917271
-96442.24422399362,-51184.69417560008
-96379.4130048636,-51308.01496549835
-96316.42184584122,-51431.26079519857
-96253.27082932457,-51554.43145110079
-96189.96003800967,-51677.526719674504
-96126.4895548905,-51800.54638745907
-96062.85946325904,-51923.49024106417
-95999.0698467052,-52046.35806717025
-95935.12078911695,-52169.14965252894
-95871.01237468023,-52291.864783963516
-95806.74468787905,-52414.50324836935
-95742.31781349544,-52537.06483271433
-95677.73183660946,-52659.54932403931
-95612.98684259928,-52781.95650945856
-95548.08291714109,-52904.28617616021
-95483.02014620921,-53026.538111406684
-95417.79861607603,-53148.712102535144
-95352.41841331204,-53270.80793695795
-95286.87962478584,-53392.825402163086
-95221.18233766414,-53514.76428571461
-95155.32663941177,-53636.624375253115
-95089.31261779167,-53758.40545849615
-95023.14036086494,-53880.107323238684
-94956.8099569908,-54001.72975735355
-94890.32149482658,-54123.272548791865
-94823.6750633278,-54244.73548558354
-94756.87075174808,-54366.11835583764
-94689.9086496392,-54487.420947742925
-94622.78884685108,-54608.643049568214
-94555.51143353178,-54729.78444966288
-94488.0765001275,-54850.84493645731
-94420.48413738259,-54971.8242984633
-94352.73443633952,-55092.72232427457
-94284.82748833891,-55213.53880256714
-94216.76338501951,-55334.27352209986
-94148.54221831818,-55454.92627171479
-94080.16408046993,-55575.49684033769
-94011.62906400785,-55695.98501697847
-93942.93726176317,-55816.390590731615
-93874.08876686521,-55936.71335077666
-93805.08367274138,-56056.95308637864
-93735.92207311718,-56177.10958688853
-93666.60406201618,-56297.1826417437
-93597.12973376001,-56417.172040468366
-93527.49918296839,-56537.07757267406
-93457.71250455902,-56656.89902806006
-93387.76979374769,-56776.63619641386
-93317.67114604817,-56896.28886761161
-93247.41665727228,-57015.85683161858
-93177.00642352976,-57135.3398784896
-93106.44054122838,-57254.73779836954
-93035.71910707383,-57374.05038149374
-92964.84221806978,-57493.27741818848
-92893.80997151781,-57612.41869887143
-92822.6224650174,-57731.474014052095
-92751.2797964659,-57850.4431543323
-92679.78206405856,-57969.32591040661
-92608.12936628846,-58088.12207306281
-92536.32180194651,-58206.83143318236
-92464.35947012145,-58325.45378174083
-92392.24247019974,-58443.98890980839
-92319.97090186566,-58562.436608550255
-92247.54486510118,-58680.79666922713
-92174.96446018602,-58799.06888319568
-92102.22978769756,-58917.25304190899
-92029.34094851084,-59035.34893691701
-91956.29804379854,-59153.35635986704
-91883.10117503094,-59271.27510250415
-91809.75044397589,-59389.10495667169
-91736.2459526988,-59506.845714311705
-91662.58780356256,-59624.49716746541
-91588.77609922759,-59742.05910827365
-91514.81094265173,-59859.53132897738
-91440.69243709027,-59976.91362191809
-91366.42068609587,-60094.20577953829
-91291.99579351854,-60211.40759438198
-91217.41786350563,-60328.518859095064
-91142.68700050177,-60445.53936642588
-91067.80330924882,-60562.4689092256
-90992.76689478586,-60679.30728044874
-90917.57786244915,-60796.05427315358
-90842.23631787208,-60912.70968050268
-90766.74236698516,-61029.27329576328
-90691.09611601592,-61145.74491230781
-90615.29767148894,-61262.124323614335
-90539.34714022574,-61378.41132326702
-90463.2446293448,-61494.6057049566
-90386.99024626148,-61610.70726248084
-90310.584098688,-61726.71578974501
-90234.02629463335,-61842.63108076232
-90157.31694240331,-61958.45292965443
-90080.45615060035,-62074.18113065186
-90003.4440281236,-62189.815478094504
-89926.28068416881,-62305.35576643208
-89848.96622822832,-62420.80179022459
-89771.50077009096,-62536.15334414279
-89693.88441984203,-62651.41022296865
-89616.11728786325,-62766.57222159584
-89538.19948483272,-62881.63913503017
-89460.13112172483,-62996.61075839009
-89381.91230981024,-63111.486886907114
-89303.54316065584,-63226.267315926336
-89225.02378612463,-63340.951840906855
-89146.35429837572,-63455.540257422275
-89067.53480986427,-63570.03236116116
-88988.56543334141,-63684.4279479275
-88909.44628185421,-63798.72681364118
-88830.17746874558,-63912.928754338456
-88750.75910765426,-64027.033566172424
-88671.19131251473,-64141.041045413476
-88591.47419755714,-64254.95098844979
-88511.60787730728,-64368.76319178778
-88431.59246658649,-64482.47745205258
-88351.4280805116,-64596.093565988514
-88271.11483449489,-64709.61133045956
-88190.652844244,-64823.03054244981
-88110.04222576186,-64936.350999063965
-88029.28309534665,-65049.572497527806
-87948.37556959169,-65162.69483518864
-87867.31976538543,-65275.71780951578
-87786.11579991133,-65388.64121810104
-87704.76379064782,-65501.46485865918
-87623.26385536819,-65614.1885290284
-87541.61611214057,-65726.81202717077
-87459.82067932784,-65839.33515117277
-87377.87767558752,-65951.7576992457
-87295.78721987174,-66064.0794697262
-87213.54943142716,-66176.30026107669
-87131.16442979488,-66288.41987188582
-87048.63233481036,-66400.43810086907
-86965.95326660336,-66512.35474686904
-86883.12734559785,-66624.16960885606
-86800.15469251193,-66735.88248592863
-86717.03542835775,-66847.49317731385
-86633.76967444143,-66959.00148236797
-86550.35755236298,-67070.40720057678
-86466.79918401624,-67181.71013155617
-86383.09469158876,-67292.91007505255
-86299.24419756173,-67404.00683094333
-86215.24782470986,-67515.0001992374
-86131.1056961014,-67625.88998007565
-86046.81793509792,-67736.67597373137
-85962.38466535433,-67847.35798061076
-85877.80601081872,-67957.93580125344
-85793.0820957323,-68068.40923633285
-85708.21304462932,-68178.77808665682
-85623.19898233694,-68289.04215316797
-85538.0400339752,-68399.20123694422
-85452.73632495686,-68509.25513919926
-85367.28798098737,-68619.20366128303
-85281.69512806472,-68729.0466046822
-85195.95789247936,-68838.78377102062
-85110.07640081414,-68948.41496205988
-85024.05077994417,-69057.93997969966
-84937.88115703674,-69167.35862597832
-84851.56765955122,-69276.67070307332
-84765.11041523896,-69385.87601330172
-84678.5095521432,-69494.97435912065
-84591.76519859892,-69603.9655431278
-84504.87748323282,-69712.84936806184
-84417.84653496316,-69821.62563680303
-84330.67248299965,-69930.29415237355
-84243.35545684338,-70038.85471793808
-84155.89558628669,-70147.30713680424
-84068.29300141308,-70255.65121242306
-83980.5478325971,-70363.88674838949
-83892.66021050424,-70472.01354844285
-83804.63026609078,-70580.03141646733
-83716.45813060376,-70687.94015649249
-83628.14393558081,-70795.73957269368
-83539.68781285004,-70903.42946939256
-83451.08989452997,-71011.0096510576
-83362.35031302937,-71118.47992230448
-83273.46920104716,-71225.8400878967
-83184.44669157233,-71333.08995274593
-83095.28291788376,-71440.22932191257
-83005.97801355014,-71547.2580006062
-82916.53211242985,-71654.1757941861
-82826.94534867085,-71760.98250816164
-82737.21785671054,-71867.6779481929
-82647.34977127565,-71974.261920091
-82557.34122738212,-72080.7342298187
-82467.19236033496,-72187.09468349082
-82376.90330572815,-72293.34308737477
-82286.47419944452,-72399.47924789095
-82195.9051776556,-72505.50297161331
-82105.1963768215,-72611.41406526983
-82014.3479336908,-72717.21233574292
-81923.35998530041,-72822.89759007002
-81832.23266897543,-72928.46963544397
-81740.96612232905,-73033.92827921358
-81649.56048326238,-73139.27332888407
-81558.01588996436,-73244.50459211756
-81466.3324809116,-73349.62187673355
-81374.51039486828,-73454.6249907094
-81282.54977088595,-73559.51374218083
-81190.45074830345,-73664.2879394424
-81098.21346674679,-73768.94739094796
-81005.83806612893,-73873.49190531118
-80913.32468664974,-73977.921291306
-80820.67346879578,-74082.23535786713
-80727.88455334025,-74186.43391409054
-80634.95808134273,-74290.51676923392
-80541.89419414916,-74394.48373271717
-80448.69303339161,-74498.33461412291
-80355.35474098819,-74602.06922319693
-80261.87945914286,-74705.68736984869
-80168.26733034532,-74809.1888641518
-80074.51849737087,-74912.57351634452
-79980.63310328023,-75015.84113683022
-79886.61129141941,-75118.99153617787
-79792.45320541957,-75222.02452512254
-79698.15898919685,-75324.93991456587
-79603.72878695221,-75427.73751557653
-79509.16274317134,-75530.41713939079
-79414.46100262443,-75632.97859741288
-79319.62371036608,-75735.42170121559
-79224.65101173508,-75837.74626254068
-79129.54305235432,-75939.9520932994
-79034.2999781306,-76042.03900557298
-78938.92193525446,-76144.00681161306
-78843.40907020007,-76245.85532384225
-78747.76152972502,-76347.58435485455
-78651.97946087016,-76449.1937174159
-78556.06301095952,-76550.68322446458
-78460.01232760002,-76652.05268911179
-78363.82755868141,-76753.30192464207
-78267.50885237606,-76854.43074451381
-78171.05635713882,-76955.43896235971
-78074.47022170681,-77056.32639198728
-77977.7505950993,-77157.09284737938
-77880.89762661755,-77257.7381426946
-77783.91146584455,-77358.2620922678
-77686.79226264499,-77458.66451061064
-77589.54016716496,-77558.94521241199
-77492.15532983186,-77659.10401253842
-77394.6379013542,-77759.14072603473
-77296.98803272143,-77859.05516812445
-77199.20587520377,-77958.84715421025
-77101.291580352,-78058.51649987446
-77003.24529999733,-78158.06302087958
-76905.06718625122,-78257.48653316873
-76806.75739150518,-78356.78685286618
-76708.31606843056,-78455.96379627778
-76609.74336997846,-78555.01717989147
-76511.03944937946,-78653.94682037778
-76412.20446014349,-78752.7525345903
-76313.23855605962,-78851.43413956616
-76214.1418911959,-78949.99145252652
-76114.91461989917,-79048.42429087707
-76015.55689679482,-79146.73247220849
-75916.06887678671,-79244.91581429697
-75816.45071505687,-79342.97413510464
-75716.70256706538,-79440.9072527801
-75616.82458855018,-79538.71498565891
-75516.81693552683,-79636.39715226403
-75416.67976428838,-79733.95357130637
-75316.41323140511,-79831.3840616852
-75216.0174937244,-79928.6884424887
-75115.4927083705,-80025.8665329944
-75014.83903274433,-80122.9181526697
-74914.05662452332,-80219.84312117232
-74813.14564166116,-80316.64125835082
-74712.10624238766,-80413.31238424506
-74610.93858520848,-80509.85631908668
-74509.642828905,-80606.27288329962
-74408.21913253405,-80702.56189750056
-74306.6676554278,-80798.72318249945
-74204.98855719343,-80894.75655929996
-74103.18199771305,-80990.66184909995
-74001.24813714341,-81086.43887329203
-73899.18713591575,-81182.08745346396
-73796.99915473553,-81277.60741139918
-73694.68435458228,-81372.99856907727
-73592.24289670936,-81468.26074867447
-73489.67494264376,-81563.39377256412
-73386.98065418587,-81658.39746331716
-73284.1601934093,-81753.27164370265
-73181.21372266064,-81848.01613668821
-73078.14140455925,-81942.6307654405
-72974.94340199706,-82037.11535332573
-72871.61987813833,-82131.46972391015
-72768.17099641942,-82225.6937009605
-72664.59692054863,-82319.78710844452
-72560.89781450595,-82413.74977053143
-72457.0738425428,-82507.58151159239
-72353.12516918188,-82601.28215620102
-72249.05195921686,-82694.85152913386
-72144.85437771225,-82788.28945537083
-72040.53259000313,-82881.59576009579
-71936.0867616949,-82974.77026869696
-71831.51705866308,-83067.81280676738
-71726.82364705311,-83160.72320010548
-71622.00669328007,-83253.50127471547
-71517.06636402848,-83346.14685680789
-71412.00282625205,-83438.65977280003
-71306.81624717347,-83531.03984931651
-71201.50679428416,-83623.28691318966
-71096.07463534405,-83715.40079146002
-70990.51993838135,-83807.3813113769
-70884.84287169226,-83899.22830039877
-70779.04360384084,-83990.94158619379
-70673.12230365863,-84082.52099664026
-70567.07914024456,-84173.96635982714
-70460.9142829646,-84265.27750405452
-70354.62790145156,-84356.45425783406
-70248.22016560484,-84447.49644988953
-70141.69124559022,-84538.40390915725
-70035.04131183957,-84629.1764647866
-69928.2705350506,-84719.81394614046
-69821.37908618669,-84810.31618279575
-69714.36713647653,-84900.68300454384
-69607.23485741399,-84990.91424139109
-69499.98242075776,-85081.00972355928
-69392.60999853119,-85170.96928148616
-69285.11776302199,-85260.79274582583
-69177.50588678198,-85350.47994744932
-69069.77454262684,-85440.030717445
-68961.92390363588,-85529.44488711907
-68853.95414315174,-85618.72228799608
-68745.8654347802,-85707.86275181935
-68637.65795238983,-85796.86611055152
-68529.33187011181,-85885.73219637494
-68420.88736233966,-85974.46084169221
-68312.32460372894,-86063.05187912667
-68203.64376919699,-86151.50514152281
-68094.84503392273,-86239.8204619468
-67985.92857334633,-86327.99767368697
-67876.89456316899,-86416.03661025426
-67767.74317935262,-86503.9371053827
-67658.47459811963,-86591.69899302993
-67549.08899595264,-86679.3221073776
-67439.5865495942,-86766.8062828319
-67329.96743604654,-86854.15135402404
-67220.23183257128,-86941.35715581072
-67110.37991668917,-87028.42352327457
-67000.41186617981,-87115.35029172467
-66890.3278590814,-87202.137296697
-66780.12807369042,-87288.7843739549
-66669.81268856137,-87375.29135948961
-66559.38188250654,-87461.65808952069
-66448.83583459565,-87547.88440049648
-66338.17472415564,-87633.97012909463
-66227.39873077035,-87719.91511222253
-66116.50803428025,-87805.7191870178
-66005.50281478219,-87891.38219084877
-65894.38325262902,-87976.90396131494
-65783.14952842944,-88062.28433624744
-65671.80182304759,-88147.52315370954
-65560.34031760285,-88232.6202519971
-65448.76519346951,-88317.57546963905
-65337.07663227648,-88402.38864539785
-65225.27481590704,-88487.05961826997
-65113.35992649848,-88571.58822748635
-65001.33214644188,-88655.9743125129
-64889.191658381766,-88740.21771305094
-64776.93864521584,-88824.31826903769
-64664.57329009469,-88908.27582064671
-64552.09577642146,-88992.09020828843
-64439.5062878516,-89075.76127261056
-64326.80500829252,-89159.28885449858
-64213.99212190333,-89242.67279507621
-64101.067813094516,-89325.91293570591
-63988.03226652765,-89409.0091179893
-63874.88566711508,-89491.96118376763
-63761.62820001963,-89574.7689751223
-63648.26005065429,-89657.43233437523
-63534.78140468192,-89739.95110408949
-63421.19244801493,-89822.32512706958
-63307.493366815,-89904.55424636202
-63193.684347492715,-89986.63830525578
-63079.76557670733,-90068.57714728275
-62965.73724136639,-90150.37061621819
-62851.59952862546,-90232.01855608124
-62737.3526258878,-90313.52081113531
-62622.99672080404,-90394.87722588863
-62508.53200127188,-90476.08764509464
-62393.95865543577,-90557.1519137525
-62279.27687168658,-90638.06987710757
-62164.486838661316,-90718.8413806518
-62049.58874524274,-90799.46627012425
-61934.58278055911,-90879.94439151157
-61819.46913398383,-90960.27559104841
-61704.24799513513,-91040.45971521792
-61588.91955387572,-91120.49661075218
-61473.48400031252,-91200.38612463269
-61357.94152479629,-91280.12810409082
-61242.2923179213,-91359.7223966083
-61126.536570525044,-91439.1688499176
-61010.67447368785,-91518.46731200247
-60894.706218732616,-91597.61763109837
-60778.63199722441,-91676.61965569295
